Country_Code,Year,Type,Box_Number,Relative_Type_Mean,Pop_Share,Birth_Area,Father_Edu,Mother_Edu,Father_Occ,Mother_Occ,Ethnicity,Sex
USA,2016,exante,6,0.888,18.45,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
USA,2016,exante,7,1.043,9.69,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
USA,2016,exante,10,0.73,3.7,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
USA,2016,exante,11,0.997,3.38,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
USA,2016,exante,12,0.655,3.29,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
USA,2016,exante,14,1.34,3.29,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
USA,2016,exante,15,1.077,7.97,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
USA,2016,exante,19,0.501,5.83,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
USA,2016,exante,20,0.581,3.21,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
USA,2016,exante,22,0.619,7.5,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
