,var,cat,value,value2,class
1,Sex,0,5735.69812964689,26.7150412316538,Man
2,Sex,1,3747.14726929053,-17.2167171289992,Woman
3,Ethnicity,0,4633.65605358186,2.36834376760936,Non-Indigenous
4,Ethnicity,1,3824.39361477,-15.5101639542722,Indigenous
5,Mother_Edu,0,4277.20217321067,-5.50655953578305,Years of Education
6,Mother_Edu,1,4590.17837363862,1.407819715936,Years of Education
7,Mother_Edu,2,4288.2883876834,-5.26163902353481,Years of Education
8,Mother_Edu,3,4576.13814961551,1.09763819560906,Years of Education
9,Mother_Edu,4,4668.66532896253,3.14178087553901,Years of Education
10,Mother_Edu,5,4601.88868894031,1.66652808111633,Years of Education
11,Mother_Edu,6,4493.5050022873,-0.727922082166501,Years of Education
12,Mother_Edu,7,4509.22170976193,-0.380703105390367,Years of Education
13,Mother_Edu,8,4648.26476307812,2.69108446705313,Years of Education
14,Mother_Edu,9,4777.33516096202,5.54255266150125,Years of Education
15,Mother_Edu,10,4974.04113880435,9.88824965067289,Years of Education
16,Mother_Edu,11,5746.57029231083,26.9552328367729,Years of Education
17,Mother_Edu,12,6243.18026812822,37.9265134270965,Years of Education
18,Mother_Edu,13,5717.34190799473,26.309509188137,Years of Education
19,Mother_Edu,14,6325.78507056482,39.7514474996522,Years of Education
20,Mother_Edu,15,6561.95245414661,44.9689396116335,Years of Education
21,Mother_Edu,16,6030.16411035102,33.2204862608085,Years of Education
22,Mother_Edu,17,6707.41057732644,48.1824511423293,Years of Education
23,Mother_Edu,18,4829.89517591312,6.7037268221914,Years of Education
24,Mother_Edu,19,5238.612354106,15.7332491080835,Years of Education
25,Mother_Edu,20,4962.43405769783,9.63182197129592,Years of Education
26,Mother_Edu,21,5010.7371487812,10.6989506869109,Years of Education
27,Mother_Edu,22,5242.86497555243,15.8271995025686,Years of Education
28,Father_Edu,0,4014.29248912576,-11.3148518667239,Years of Education
29,Father_Edu,1,4222.47202414475,-6.71567705534983,Years of Education
30,Father_Edu,2,4312.63853700098,-4.72368704192239,Years of Education
31,Father_Edu,3,4071.14721235533,-10.0587975145935,Years of Education
32,Father_Edu,4,5072.47154308264,12.0628084322975,Years of Education
33,Father_Edu,5,5108.12504736189,12.8504780694853,Years of Education
34,Father_Edu,6,4259.1978231401,-5.90431790973733,Years of Education
35,Father_Edu,7,5002.59862177239,10.5191515130047,Years of Education
36,Father_Edu,8,5002.65155333719,10.5203208955742,Years of Education
37,Father_Edu,9,4813.75161202415,6.34707758480522,Years of Education
38,Father_Edu,10,4525.93823589054,-0.0113957866023924,Years of Education
39,Father_Edu,11,4986.65572308209,10.1669354410933,Years of Education
40,Father_Edu,12,6830.57104230421,50.9033550401655,Years of Education
41,Father_Edu,13,5759.92427585416,27.2502536933541,Years of Education
42,Father_Edu,14,5195.80364162352,14.7875041186022,Years of Education
43,Father_Edu,15,6905.41709133556,52.5568800295668,Years of Education
44,Father_Edu,16,7017.85720952797,55.0409462915617,Years of Education
45,Father_Edu,17,7083.40325253682,56.4890123080608,Years of Education
46,Father_Edu,18,6808.76979045595,50.4217141894075,Years of Education
47,Father_Edu,19,6680.06857780473,47.578402163733,Years of Education
48,Father_Edu,20,5005.8673812554,10.5913660862447,Years of Education
49,Father_Edu,21,4650.87106802631,2.74866386392971,Years of Education
50,Father_Edu,22,4988.94098880188,10.2174223274956,Years of Education
51,Birth_Area,1,4263.52983787561,-5.80861353105175,North
52,Birth_Area,2,5094.17292722384,12.54224297088,North-West
53,Birth_Area,3,4345.09657579262,-4.00661274149454,Center-West
54,Birth_Area,4,3886.16301211661,-14.1455329094177,South
55,Birth_Area,5,4963.12210990324,9.64702266031537,Center
56,Birth_Area,6,5160.1557013416,13.9999574031817,Mexico City
57,Father_Occ,1,5807.4882036538,28.3010525562019,"Officials, Directors and Managers"
58,Father_Occ,2,5530.90044785668,22.1905794999497,Professionals and Technicians
59,Father_Occ,3,5621.26071319858,24.1868499607885,Auxiliary workers in administrative activities
60,Father_Occ,4,5259.35677622058,16.1915421081962,Traders and Employees in sales
61,Father_Occ,5,4630.71332087736,2.3033318915386,Workers in personal and custodial services
62,Father_Occ,6,3916.99604744105,-13.4643587516916,Agricultural and Fishing workers
63,Father_Occ,7,4214.1278753557,-6.90001889725791,"Craft, Construction and other Trades workers"
64,Father_Occ,8,4948.37997846972,9.32133435695337,"Industrial machinery operators, chauffeurs and transport drivers"
65,Father_Occ,9,4167.42900697469,-7.93170656606759,Workers in basic and support activities
66,Father_Occ,10,4402.51668435593,-2.73806769960738,Was not working
67,Mother_Occ,1,5063.39572749975,11.8623023526884,"Officials, Directors and Managers"
68,Mother_Occ,2,5847.87660159241,29.1933271136124,Professionals and Technicians
69,Mother_Occ,3,5851.17721064942,29.2662453187367,Auxiliary workers in administrative activities
70,Mother_Occ,4,5148.95596103041,13.7525288385608,Traders and Employees in sales
71,Mother_Occ,5,4815.2222057018,6.37956645264403,Workers in personal and custodial services
72,Mother_Occ,6,4894.12833135478,8.12278806918388,Agricultural and Fishing workers
73,Mother_Occ,7,4685.46526447042,3.51293090339161,"Craft, Construction and other Trades workers"
74,Mother_Occ,8,4660.50011310284,2.9613920822415,"Industrial machinery operators, chauffeurs and transport drivers"
75,Mother_Occ,9,4280.83916410647,-5.42620986589046,Workers in basic and support activities
76,Mother_Occ,10,4397.24702763328,-2.85448679172021,Was not working
