"var","cat","value","value2"
"Sex","1",1739.50458886837,1.1170392401752
"Sex","3",1648.0649535975,-4.19832770220638
"Ethnicity","1",1638.31846031886,-4.7648893253356
"Ethnicity","2",1877.56781141888,9.14262559482052
"Ethnicity","3",2198.01950037315,27.7704154919711
"Ethnicity","4",2081.52903120944,20.9988487959635
"Ethnicity","5",2791.22263459711,62.2531900615631
"Ethnicity","6",3050.97106835998,77.3523123849258
"Birth_Area","1",1590.89247777207,-7.52175180726074
"Birth_Area","3",1908.01137746841,10.9123037448756
"Birth_Area","5",2135.78458743124,24.1527129723414
"Birth_Area","8",1800.77306067189,4.67856273783528
"Birth_Area","9",5952.56661458411,246.02145679778
"Father_Occ","1",1648.36328284371,-4.18098588529594
"Father_Occ","2",1047.97786808864,-39.0812649253826
"Father_Occ","3",2069.20576030205,20.2824996262724
"Father_Occ","4",2148.43880653494,24.8883000917148
"Father_Occ","5",1855.35769876388,7.85155637474693
"Father_Occ","6",1721.14426131232,0.0497572256129075
"Father_Occ","7",1693.1194893492,-1.57931692827349
"Father_Occ","8",3262.04473110158,89.6219804125877
"Father_Occ","98",1711.00785356804,-0.539470044146668
"Father_Occ","99",2040.41145875673,18.6086928781418
"Mother_Occ","1",1663.44001776756,-3.30457842614635
"Mother_Occ","2",1254.72138524162,-27.0633073583896
"Mother_Occ","3",2083.23800572823,21.0981911285923
"Mother_Occ","4",1680.42014513978,-2.31752716063829
"Mother_Occ","5",1776.0993310975,3.24428397965271
"Mother_Occ","6",1759.47480963993,2.27790401185516
"Mother_Occ","7",1665.06752276234,-3.20997189996982
"Mother_Occ","8",-1051.17720292084,-161.104711741676
"Mother_Occ","98",1593.12783198248,-7.39181113285512
"Mother_Occ","99",1663.44001776756,-3.30457842614635
"Mother_Edu","1",1573.07093629452,-8.55771429936199
"Mother_Edu","2",1641.88098121857,-4.55780072786074
"Mother_Edu","3",2053.8483742573,19.3897779759527
"Mother_Edu","4",2406.61108625691,39.8958009091486
"Mother_Edu","5",2735.58397782338,59.0189265383379
"Mother_Edu","6",2320.17683397434,34.8713958367613
"Mother_Edu","7",1509.4873573471,-12.2538144928314
"Mother_Edu","8",5315.29914203736,208.977231424442
"Mother_Edu","10",1938.65925588672,12.6938585303494
"Mother_Edu","11",1636.1867266186,-4.888806561081
"Mother_Edu","13",2403.24987255883,39.7004142573525
"Mother_Edu","14",3421.76279824802,98.90635837075
"Mother_Edu","60",6628.742564937,285.327423877508
"Mother_Edu","61",8531.07059826581,395.909356011951
"Mother_Edu","62",1825.49864716181,6.11585592771029
"Mother_Edu","63",988.595468648535,-42.5331514296123
"Mother_Edu","70",1784.04762402559,3.70631659114721
"Mother_Edu","72",1407.57388742074,-18.1780232610017
"Mother_Edu","73",1858.13206514909,8.01282971454481
"Mother_Edu","74",3109.40040878187,80.748797767043
"Father_Edu","1",1531.74026815566,-10.9602574250107
"Father_Edu","2",1667.73240539259,-3.05506282803221
"Father_Edu","3",2121.02241043499,23.2945906999704
"Father_Edu","4",1717.25118184236,-0.176546672662852
"Father_Edu","5",2030.19521046103,18.0148244937674
"Father_Edu","6",1871.79692401931,8.80716511292987
"Father_Edu","7",2020.24149459101,17.4362170645861
"Father_Edu","8",1089.70696938038,-36.6555609635897
"Father_Edu","10",1531.74026815566,-10.9602574250107
"Father_Edu","11",2024.16192138075,17.664110656861
"Father_Edu","12",3177.76401716927,84.7227600757057
"Father_Edu","13",1437.53936462349,-16.4361363159764
"Father_Edu","14",1826.2625664146,6.16026239467503
"Father_Edu","60",1224.93034266469,-28.7950544549676
"Father_Edu","61",5574.38146991806,224.037633151689
"Father_Edu","62",2064.76927050759,20.0246073990797
"Father_Edu","63",1295.87473202747,-24.6710718860377
"Father_Edu","70",2334.10969244169,35.6813099958767
"Father_Edu","72",1889.26311690179,9.82247126525372
"Father_Edu","73",1664.36600955751,-3.25075071637205
"Father_Edu","74",1531.74026815566,-10.9602574250107
