Country_Code,Year,Type,Box_Number,Relative_Type_Mean,Pop_Share,Birth_Area,Father_Edu,Mother_Edu,Father_Occ,Mother_Occ,Ethnicity,Sex
GBR,2009,expost,4,0.94,7.29,,,,,,,
GBR,2009,expost,5,0.909,2.12,,,,,,,
GBR,2009,expost,7,0.811,23.51,,,,,,,
GBR,2009,expost,8,0.906,7.42,,,,,,,
GBR,2009,expost,11,0.932,1.48,,,,,,,
GBR,2009,expost,14,1.234,14.94,,,,,,,
GBR,2009,expost,15,1.134,3.13,,,,,,,
GBR,2009,expost,16,1.094,18.39,,,,,,,
GBR,2009,expost,18,0.763,0.43,,,,,,,
GBR,2009,expost,20,1.052,9.31,,,,,,,
GBR,2009,expost,21,0.985,11.99,,,,,,,
