Country_Code,Year,Type,Box_Number,Relative_Type_Mean,Pop_Share,Birth_Area,Father_Edu,Mother_Edu,Father_Occ,Mother_Occ,Ethnicity,Sex
GBR,2011,expost,4,0.948,9.13,,,,,,,
GBR,2011,expost,6,0.863,6.77,,,,,,,
GBR,2011,expost,7,0.978,1.3,,,,,,,
GBR,2011,expost,9,0.934,4.59,,,,,,,
GBR,2011,expost,10,0.817,19.17,,,,,,,
GBR,2011,expost,13,1.115,28.73,,,,,,,
GBR,2011,expost,14,1.247,8.83,,,,,,,
GBR,2011,expost,17,1.075,4.59,,,,,,,
GBR,2011,expost,19,0.971,6.82,,,,,,,
GBR,2011,expost,20,0.94,9.48,,,,,,,
GBR,2011,expost,21,1.311,0.59,,,,,,,
