Country_Code,Year,Type,Box_Number,Relative_Type_Mean,Pop_Share,Birth_Area,Father_Edu,Mother_Edu,Father_Occ,Mother_Occ,Ethnicity,Sex
UK,2015,expost,4,0.95,8.84,,"Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Black,White,Asian,Mixed (UK only),American Indian (US only),Other","Male,Female"
UK,2015,expost,5,1.238,1.58,,"Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Black,White,Asian,Mixed (UK only),American Indian (US only),Other","Male,Female"
UK,2015,expost,7,0.92,11.73,,"Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Black,White,Asian,Mixed (UK only),American Indian (US only),Other","Male,Female"
UK,2015,expost,9,0.808,15.36,,"Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Black,White,Asian,Mixed (UK only),American Indian (US only),Other","Male,Female"
UK,2015,expost,10,0.995,1.42,,"Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Black,White,Asian,Mixed (UK only),American Indian (US only),Other","Male,Female"
UK,2015,expost,12,0.888,2.86,,"Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Black,White,Asian,Mixed (UK only),American Indian (US only),Other","Male,Female"
UK,2015,expost,16,1.204,16.4,,"Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Black,White,Asian,Mixed (UK only),American Indian (US only),Other","Male,Female"
UK,2015,expost,17,1.052,18.31,,"Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Black,White,Asian,Mixed (UK only),American Indian (US only),Other","Male,Female"
UK,2015,expost,18,1.232,3.05,,"Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Black,White,Asian,Mixed (UK only),American Indian (US only),Other","Male,Female"
UK,2015,expost,20,0.958,19.09,,"Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Black,White,Asian,Mixed (UK only),American Indian (US only),Other","Male,Female"
UK,2015,expost,21,1.204,1.37,,"Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Primary [0-1],Secondary lower [2],Secondary upper [3-4],Tertiary [5-8]","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Large employers & higher management,Higher professional,Lower management & professional,Intermediate,Small employers & own account,Lower supervisory & technical,Semi-Routine,Routine","Black,White,Asian,Mixed (UK only),American Indian (US only),Other","Male,Female"
