Country_Code,Year,Type,Box_Number,Relative_Type_Mean,Pop_Share,Birth_Area,Father_Edu,Mother_Edu,Father_Occ,Mother_Occ,Ethnicity,Sex
RUS,2022,expost,2,0.792,32.58,,,,,,,
RUS,2022,expost,4,1.209,30.71,,,,,,,
RUS,2022,expost,5,1.007,36.71,,,,,,,
