Country_Code,Year,Type,Box_Number,Relative_Type_Mean,Pop_Share,Birth_Area,Father_Edu,Mother_Edu,Father_Occ,Mother_Occ,Ethnicity,Sex
MKD,2022,expost,5,0.808,12.88,,,,,,,
MKD,2022,expost,6,0.985,18.87,,,,,,,
MKD,2022,expost,7,0.794,21.06,,,,,,,
MKD,2022,expost,8,0.926,11.12,,,,,,,
MKD,2022,expost,10,1.146,28.73,,,,,,,
MKD,2022,expost,11,1.506,7.35,,,,,,,
