Country_Code,Year,Type,Box_Number,Relative_Type_Mean,Pop_Share,Birth_Area,Father_Edu,Mother_Edu,Father_Occ,Mother_Occ,Ethnicity,Sex
USA,2016,expost,6,0.966,4.74,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
USA,2016,expost,7,1.314,2.06,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
USA,2016,expost,9,0.868,15.01,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
USA,2016,expost,11,1.217,1.56,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
USA,2016,expost,12,0.959,5.98,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
USA,2016,expost,13,0.83,11.47,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
USA,2016,expost,16,0.544,12.58,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
USA,2016,expost,17,0.77,2.84,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
USA,2016,expost,19,0.6,6.94,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
USA,2016,expost,20,0.799,2.46,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
USA,2016,expost,23,1.422,13.17,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
USA,2016,expost,25,1.122,8.64,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
USA,2016,expost,27,1.149,3.86,"Northeast,North central,South,West,Alaska, Hawaii,Foreign country","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","0-5 Grades,6-8 Grades,9-11 Grades,High school,12 Grades + non academic training,Some College,College degree,Advanced College degree","Low,Middle,High","Low,Middle,High","White,Black,Am. Indian, Aleut, Eskimo,Asian, Pac. Islander,Hispanic,Other","Male,Female"
