Country_Code,Year,Type,Box_Number,Relative_Type_Mean,Pop_Share,Birth_Area,Father_Edu,Mother_Edu,Father_Occ,Mother_Occ,Ethnicity,Sex
SRB,2022,expost,4,0.911,30.56,"Rural,Urban","No degree / No education,Primary education,Lower secondary education,(Upper) secondary education,Post-secondary non-tertiary education,Tertiary education (not a university diploma),Bachelor's degree or more,Master's degree or PhD","No degree / No education,Primary education,Lower secondary education,(Upper) secondary education,Post-secondary non-tertiary education,Tertiary education (not a university diploma),Bachelor's degree or more,Master's degree or PhD","Agriculture, Forestry, and Fishing,Mining,Construction,Manufacturing,Transportation and public utilities,Wholesale trade,Retail trade,Finance, insurance and real estate,Services,Public sector (eg education, administration, health care),Non-classifiable establishments,Never worked","Agriculture, Forestry, and Fishing,Mining,Construction,Manufacturing,Transportation and public utilities,Wholesale trade,Retail trade,Finance, insurance and real estate,Services,Public sector (eg education, administration, health care),Non-classifiable establishments,Never worked","Atheistic/agnostic/none,Buddhist,Jewish,Orthodox Christian,Catholic,Other Christian, including protestant,Muslim","Male,Female"
SRB,2022,expost,5,1.088,20.96,"Rural,Urban","No degree / No education,Primary education,Lower secondary education,(Upper) secondary education,Post-secondary non-tertiary education,Tertiary education (not a university diploma),Bachelor's degree or more,Master's degree or PhD","No degree / No education,Primary education,Lower secondary education,(Upper) secondary education,Post-secondary non-tertiary education,Tertiary education (not a university diploma),Bachelor's degree or more,Master's degree or PhD","Agriculture, Forestry, and Fishing,Mining,Construction,Manufacturing,Transportation and public utilities,Wholesale trade,Retail trade,Finance, insurance and real estate,Services,Public sector (eg education, administration, health care),Non-classifiable establishments,Never worked","Agriculture, Forestry, and Fishing,Mining,Construction,Manufacturing,Transportation and public utilities,Wholesale trade,Retail trade,Finance, insurance and real estate,Services,Public sector (eg education, administration, health care),Non-classifiable establishments,Never worked","Atheistic/agnostic/none,Buddhist,Jewish,Orthodox Christian,Catholic,Other Christian, including protestant,Muslim","Male,Female"
SRB,2022,expost,7,1.34,3.86,"Rural,Urban","No degree / No education,Primary education,Lower secondary education,(Upper) secondary education,Post-secondary non-tertiary education,Tertiary education (not a university diploma),Bachelor's degree or more,Master's degree or PhD","No degree / No education,Primary education,Lower secondary education,(Upper) secondary education,Post-secondary non-tertiary education,Tertiary education (not a university diploma),Bachelor's degree or more,Master's degree or PhD","Agriculture, Forestry, and Fishing,Mining,Construction,Manufacturing,Transportation and public utilities,Wholesale trade,Retail trade,Finance, insurance and real estate,Services,Public sector (eg education, administration, health care),Non-classifiable establishments,Never worked","Agriculture, Forestry, and Fishing,Mining,Construction,Manufacturing,Transportation and public utilities,Wholesale trade,Retail trade,Finance, insurance and real estate,Services,Public sector (eg education, administration, health care),Non-classifiable establishments,Never worked","Atheistic/agnostic/none,Buddhist,Jewish,Orthodox Christian,Catholic,Other Christian, including protestant,Muslim","Male,Female"
SRB,2022,expost,8,1.059,35.01,"Rural,Urban","No degree / No education,Primary education,Lower secondary education,(Upper) secondary education,Post-secondary non-tertiary education,Tertiary education (not a university diploma),Bachelor's degree or more,Master's degree or PhD","No degree / No education,Primary education,Lower secondary education,(Upper) secondary education,Post-secondary non-tertiary education,Tertiary education (not a university diploma),Bachelor's degree or more,Master's degree or PhD","Agriculture, Forestry, and Fishing,Mining,Construction,Manufacturing,Transportation and public utilities,Wholesale trade,Retail trade,Finance, insurance and real estate,Services,Public sector (eg education, administration, health care),Non-classifiable establishments,Never worked","Agriculture, Forestry, and Fishing,Mining,Construction,Manufacturing,Transportation and public utilities,Wholesale trade,Retail trade,Finance, insurance and real estate,Services,Public sector (eg education, administration, health care),Non-classifiable establishments,Never worked","Atheistic/agnostic/none,Buddhist,Jewish,Orthodox Christian,Catholic,Other Christian, including protestant,Muslim","Male,Female"
SRB,2022,expost,9,0.712,9.6,"Rural,Urban","No degree / No education,Primary education,Lower secondary education,(Upper) secondary education,Post-secondary non-tertiary education,Tertiary education (not a university diploma),Bachelor's degree or more,Master's degree or PhD","No degree / No education,Primary education,Lower secondary education,(Upper) secondary education,Post-secondary non-tertiary education,Tertiary education (not a university diploma),Bachelor's degree or more,Master's degree or PhD","Agriculture, Forestry, and Fishing,Mining,Construction,Manufacturing,Transportation and public utilities,Wholesale trade,Retail trade,Finance, insurance and real estate,Services,Public sector (eg education, administration, health care),Non-classifiable establishments,Never worked","Agriculture, Forestry, and Fishing,Mining,Construction,Manufacturing,Transportation and public utilities,Wholesale trade,Retail trade,Finance, insurance and real estate,Services,Public sector (eg education, administration, health care),Non-classifiable establishments,Never worked","Atheistic/agnostic/none,Buddhist,Jewish,Orthodox Christian,Catholic,Other Christian, including protestant,Muslim","Male,Female"
