,name,iso,y,c,Circumstances,latest,var,Region,Approach1,Value,Measure,Approach,Perspective
141,Austria,AUT,2005,AT,all,0,Income,Europe,Gini,0.2724,Gini,Absolute,NA
142,Austria,AUT,2005,AT,all,0,Income,Europe,Gini_rforest_exante,0.0995,Gini,Absolute,Ex-Ante Random Forest
143,Austria,AUT,2005,AT,all,0,Income,Europe,Gini_rforest_exante_rel,36.5271659324523,Gini,Relative,Ex-Ante Random Forest
144,Austria,AUT,2005,AT,all,0,Income,Europe,Gini_trees_exante,0.089,Gini,Absolute,Ex-Ante Tree
145,Austria,AUT,2005,AT,all,0,Income,Europe,Gini_trees_exante_rel,32.6725403817915,Gini,Relative,Ex-Ante Tree
146,Austria,AUT,2005,AT,all,0,Income,Europe,Gini_trees_expost,0.0965,Gini,Absolute,Ex-Post Tree
147,Austria,AUT,2005,AT,all,0,Income,Europe,Gini_trees_expost_rel,35.4258443465492,Gini,Relative,Ex-Post Tree
148,Austria,AUT,2005,AT,all,0,Income,Europe,MLD,0.134,MLD,Absolute,NA
149,Austria,AUT,2005,AT,all,0,Income,Europe,MLD_rforest_exante,0.0165,MLD,Absolute,Ex-Ante Random Forest
150,Austria,AUT,2005,AT,all,0,Income,Europe,MLD_rforest_exante_rel,12.3134328358209,MLD,Relative,Ex-Ante Random Forest
151,Austria,AUT,2005,AT,all,0,Income,Europe,MLD_trees_exante,0.0148,MLD,Absolute,Ex-Ante Tree
152,Austria,AUT,2005,AT,all,0,Income,Europe,MLD_trees_exante_rel,11.044776119403,MLD,Relative,Ex-Ante Tree
153,Austria,AUT,2005,AT,all,0,Income,Europe,MLD_trees_expost,0.0166,MLD,Absolute,Ex-Post Tree
154,Austria,AUT,2005,AT,all,0,Income,Europe,MLD_trees_expost_rel,12.3880597014925,MLD,Relative,Ex-Post Tree
155,Austria,AUT,2011,AT,all,0,Income,Europe,Gini,0.2757,Gini,Absolute,NA
156,Austria,AUT,2011,AT,all,0,Income,Europe,Gini_rforest_exante,0.0914,Gini,Absolute,Ex-Ante Random Forest
157,Austria,AUT,2011,AT,all,0,Income,Europe,Gini_rforest_exante_rel,33.151976786362,Gini,Relative,Ex-Ante Random Forest
158,Austria,AUT,2011,AT,all,0,Income,Europe,Gini_trees_exante,0.0881,Gini,Absolute,Ex-Ante Tree
159,Austria,AUT,2011,AT,all,0,Income,Europe,Gini_trees_exante_rel,31.9550235763511,Gini,Relative,Ex-Ante Tree
160,Austria,AUT,2011,AT,all,0,Income,Europe,Gini_trees_expost,0.089,Gini,Absolute,Ex-Post Tree
161,Austria,AUT,2011,AT,all,0,Income,Europe,Gini_trees_expost_rel,32.2814653608995,Gini,Relative,Ex-Post Tree
162,Austria,AUT,2011,AT,all,0,Income,Europe,MLD,0.1397,MLD,Absolute,NA
163,Austria,AUT,2011,AT,all,0,Income,Europe,MLD_rforest_exante,0.0142,MLD,Absolute,Ex-Ante Random Forest
164,Austria,AUT,2011,AT,all,0,Income,Europe,MLD_rforest_exante_rel,10.1646385110952,MLD,Relative,Ex-Ante Random Forest
165,Austria,AUT,2011,AT,all,0,Income,Europe,MLD_trees_exante,0.0137,MLD,Absolute,Ex-Ante Tree
166,Austria,AUT,2011,AT,all,0,Income,Europe,MLD_trees_exante_rel,9.8067287043665,MLD,Relative,Ex-Ante Tree
167,Austria,AUT,2011,AT,all,0,Income,Europe,MLD_trees_expost,0.0148,MLD,Absolute,Ex-Post Tree
168,Austria,AUT,2011,AT,all,0,Income,Europe,MLD_trees_expost_rel,10.5941302791697,MLD,Relative,Ex-Post Tree
169,Austria,AUT,2019,AT,all,1,Income,Europe,Gini,0.2804,Gini,Absolute,NA
170,Austria,AUT,2019,AT,all,1,Income,Europe,Gini_rforest_exante,0.0988,Gini,Absolute,Ex-Ante Random Forest
171,Austria,AUT,2019,AT,all,1,Income,Europe,Gini_rforest_exante_rel,35.2353780313837,Gini,Relative,Ex-Ante Random Forest
172,Austria,AUT,2019,AT,all,1,Income,Europe,Gini_trees_exante,0.0957,Gini,Absolute,Ex-Ante Tree
173,Austria,AUT,2019,AT,all,1,Income,Europe,Gini_trees_exante_rel,34.1298145506419,Gini,Relative,Ex-Ante Tree
174,Austria,AUT,2019,AT,all,1,Income,Europe,Gini_trees_expost,0.0908,Gini,Absolute,Ex-Post Tree
175,Austria,AUT,2019,AT,all,1,Income,Europe,Gini_trees_expost_rel,32.3823109843081,Gini,Relative,Ex-Post Tree
176,Austria,AUT,2019,AT,all,1,Income,Europe,MLD,0.1555,MLD,Absolute,NA
177,Austria,AUT,2019,AT,all,1,Income,Europe,MLD_rforest_exante,0.016,MLD,Absolute,Ex-Ante Random Forest
178,Austria,AUT,2019,AT,all,1,Income,Europe,MLD_rforest_exante_rel,10.2893890675241,MLD,Relative,Ex-Ante Random Forest
179,Austria,AUT,2019,AT,all,1,Income,Europe,MLD_trees_exante,0.0167,MLD,Absolute,Ex-Ante Tree
180,Austria,AUT,2019,AT,all,1,Income,Europe,MLD_trees_exante_rel,10.7395498392283,MLD,Relative,Ex-Ante Tree
181,Austria,AUT,2019,AT,all,1,Income,Europe,MLD_trees_expost,0.0157,MLD,Absolute,Ex-Post Tree
182,Austria,AUT,2019,AT,all,1,Income,Europe,MLD_trees_expost_rel,10.096463022508,MLD,Relative,Ex-Post Tree
183,Belgium,BEL,2005,BE,all,0,Income,Europe,Gini,0.2604,Gini,Absolute,NA
184,Belgium,BEL,2005,BE,all,0,Income,Europe,Gini_rforest_exante,0.1119,Gini,Absolute,Ex-Ante Random Forest
185,Belgium,BEL,2005,BE,all,0,Income,Europe,Gini_rforest_exante_rel,42.9723502304147,Gini,Relative,Ex-Ante Random Forest
186,Belgium,BEL,2005,BE,all,0,Income,Europe,Gini_trees_exante,0.1067,Gini,Absolute,Ex-Ante Tree
187,Belgium,BEL,2005,BE,all,0,Income,Europe,Gini_trees_exante_rel,40.9754224270353,Gini,Relative,Ex-Ante Tree
188,Belgium,BEL,2005,BE,all,0,Income,Europe,Gini_trees_expost,0.0916,Gini,Absolute,Ex-Post Tree
189,Belgium,BEL,2005,BE,all,0,Income,Europe,Gini_trees_expost_rel,35.1766513056836,Gini,Relative,Ex-Post Tree
190,Belgium,BEL,2005,BE,all,0,Income,Europe,MLD,0.1222,MLD,Absolute,NA
191,Belgium,BEL,2005,BE,all,0,Income,Europe,MLD_rforest_exante,0.0206,MLD,Absolute,Ex-Ante Random Forest
192,Belgium,BEL,2005,BE,all,0,Income,Europe,MLD_rforest_exante_rel,16.8576104746317,MLD,Relative,Ex-Ante Random Forest
193,Belgium,BEL,2005,BE,all,0,Income,Europe,MLD_trees_exante,0.0201,MLD,Absolute,Ex-Ante Tree
194,Belgium,BEL,2005,BE,all,0,Income,Europe,MLD_trees_exante_rel,16.4484451718494,MLD,Relative,Ex-Ante Tree
195,Belgium,BEL,2005,BE,all,0,Income,Europe,MLD_trees_expost,0.0168,MLD,Absolute,Ex-Post Tree
196,Belgium,BEL,2005,BE,all,0,Income,Europe,MLD_trees_expost_rel,13.7479541734861,MLD,Relative,Ex-Post Tree
